Player,Pos,Age,Tm,G2018,MP,FGA,3P,3PA,FTA,TRB,STL,BLK,PTS,puntASTFV
Yante Maten,PF,22,MIA,2,13,4,0,1,0,3,1,0,2,1.47
Wesley Matthews,SF-SG,32,TOT,69,2091,698,150,403,163,170,54,17,840,273.25
Luc Mbah a Moute,PF,32,LAC,4,61,18,2,6,5,7,1,1,20,6.9
Tahjere McCall,SG,24,BRK,1,8,3,0,1,1,1,0,0,4,1.15
Patrick McCaw,SG,23,TOT,29,397,63,9,28,15,48,23,2,74,32.65
CJ McCollum,SG,27,POR,70,2375,1243,167,445,192,282,55,28,1468,431.65
T.J. McConnell,PG,26,PHI,76,1470,419,14,42,37,174,79,17,483,155.22
Doug McDermott,SF,27,IND,77,1340,422,84,206,79,109,18,8,564,168.62
JaVale McGee,C,31,LAL,75,1671,641,1,12,152,566,47,148,897,304.62
Rodney McGruder,SG,27,MIA,66,1550,461,79,225,72,238,36,12,503,187.17
Alfonzo McKinnie,SF,26,GSW,72,1003,275,42,118,48,247,18,15,337,133.52
Ben McLemore,SG,25,SAC,19,158,64,17,41,12,17,6,3,75,26.9
Jordan McRae,SG,27,WAS,27,333,130,10,35,35,40,13,7,160,49.65
Jodie Meeks,SG,31,TOR,8,104,39,8,18,1,12,1,1,51,15.38
Salah Mejri,C,32,DAL,36,399,112,11,34,32,131,10,26,141,62.1
De'Anthony Melton,PG,20,PHO,50,984,256,29,95,28,134,68,23,250,106.5
Chimezie Metu,PF,21,SAS,29,145,58,0,2,17,36,6,2,51,21.95
Khris Middleton,SF,27,MIL,77,2393,1148,179,474,258,461,80,7,1407,449.48
C.J. Miles,SF,31,TOT,53,856,311,67,203,58,95,26,15,339,124.35
Darius Miller,SF,28,NOP,69,1757,484,133,364,71,128,40,23,567,200.58
Malcolm Miller,SF,25,TOR,10,67,26,10,21,4,5,1,1,35,11.8
Patty Mills,PG,30,SAS,82,1908,663,159,404,103,182,49,10,811,265.3
Paul Millsap,PF,33,DEN,70,1895,665,58,159,249,505,83,54,883,310.05
Shake Milton,SG,22,PHI,20,268,87,14,44,7,35,8,8,87,34.12
Nikola Mirotić,PF,27,TOT,46,1245,542,116,318,124,339,31,34,697,249.92
Donovan Mitchell,SG,22,UTA,77,2598,1530,188,519,396,316,106,31,1829,537.57
Naz Mitrou-Long,SG,25,UTA,14,84,20,2,11,2,6,1,1,16,7.42
Malik Monk,SG,20,CHO,73,1258,586,109,330,102,137,37,19,653,218.12
Greg Monroe,C,28,TOT,43,480,189,1,5,72,172,14,8,230,84.08
E'Twaun Moore,SG,29,NOP,53,1463,532,76,176,59,127,40,8,633,188.2
Eric Moreland,PF,27,TOT,5,43,7,1,1,0,20,1,1,7,5.45
Jaylen Morris,SG,23,MIL,4,29,10,1,3,2,5,2,0,10,4.05
Marcus Morris,PF,29,BOS,75,2091,844,146,389,173,458,43,25,1046,355.75
Markieff Morris,PF,29,TOT,58,1270,484,68,203,92,265,36,22,547,197.9
Monte Morris,PG,23,DEN,82,1970,702,94,227,81,194,73,4,851,256.2
Donatas Motiejūnas,PF,28,SAS,3,13,6,0,0,2,3,0,1,6,2.28
Johnathan Motley,PF,23,LAC,22,156,73,0,3,40,51,5,3,102,32.78
Emmanuel Mudiay,PG,22,NYK,59,1607,740,69,210,186,196,43,19,873,259.92
Jamal Murray,PG,21,DEN,75,2447,1173,152,414,223,317,67,27,1367,416.65
Džanan Musa,SG,19,BRK,9,39,22,1,10,2,5,2,0,19,7.27
Mike Muscala,PF,27,TOT,64,1306,361,89,256,85,244,22,38,449,177.2
Sviatoslav Mykhailiuk,SF,21,TOT,42,440,140,29,89,20,36,14,1,133,52.72
Abdel Nader,SF,25,OKC,61,694,215,32,100,36,116,20,12,241,91.7
Larry Nance Jr.,C,26,CLE,67,1795,479,33,98,134,552,100,40,627,253.27
Shabazz Napier,PG,27,BRK,56,983,435,76,228,138,100,41,16,529,170.88
Raul Neto,PG,26,UTA,37,474,161,20,60,33,62,14,4,196,64.03
Georges Niang,PF,25,UTA,59,516,181,43,105,24,87,10,6,235,81.8
Joakim Noah,C,33,MEM,42,693,213,0,1,109,238,20,31,298,110.58
Nerlens Noel,C,24,OKC,77,1055,276,0,0,79,325,66,96,378,157.62
Dirk Nowitzki,PF,40,DAL,51,795,376,64,205,50,158,9,18,373,141.68
Frank Ntilikina,PG,20,NYK,43,904,282,33,115,30,87,30,14,246,96.08
James Nunnally,SF,28,TOT,15,102,34,8,25,4,5,1,0,36,13
Jusuf Nurkić,C,24,POR,72,1974,826,3,29,365,748,71,103,1125,387.72
David Nwaba,SG,26,CLE,51,984,262,24,75,85,163,36,17,334,117.05
Royce O'Neale,SF,25,UTA,82,1671,343,68,176,42,285,54,24,426,171.95
Kyle O'Quinn,C,28,IND,45,371,136,1,12,21,119,9,25,156,61.5
Semi Ojeleye,PF,24,BOS,56,594,158,28,89,39,86,10,4,186,70.38
Jahlil Okafor,C,23,NOP,59,935,362,1,5,89,278,15,40,484,156.02
Elie Okobo,PG,21,PHO,53,958,290,39,132,47,98,32,7,304,108.65
Josh Okogie,SG,20,MIN,74,1757,508,60,215,162,218,88,33,570,210.17
Victor Oladipo,SG,26,IND,36,1147,588,74,216,141,202,60,11,675,219.33
Kelly Olynyk,PF,27,MIA,79,1812,564,113,319,185,375,53,37,787,277.75
Cedi Osman,SF,23,CLE,76,2444,844,130,374,181,357,60,11,991,331.53
Kelly Oubre Jr.,SF,23,TOT,69,1935,842,108,338,244,325,84,59,1047,341.5
Zaza Pachulia,C,34,DET,68,878,193,0,4,124,265,31,17,267,111.23
Jabari Parker,PF,23,TOT,64,1724,749,61,195,184,421,46,30,930,301.95
Tony Parker,PG,36,CHO,56,1003,463,13,51,124,83,21,7,530,145.05
Chandler Parsons,SF,30,MEM,25,496,182,29,94,25,70,19,5,187,69.47
Patrick Patterson,PF,29,OKC,63,861,219,46,137,30,147,16,13,229,99.17
Justin Patton,C,21,PHI,3,21,7,0,2,2,6,2,0,5,3
Chris Paul,PG,33,HOU,58,1857,720,127,355,203,265,114,18,906,301.8
Cameron Payne,PG,24,TOT,40,712,223,25,84,41,72,28,9,250,84.38
Elfrid Payton,PG,24,NOP,42,1250,412,33,105,74,220,44,17,446,157.95
Gary Payton II,PG,26,WAS,3,16,8,1,2,0,2,3,1,11,3.57
Theo Pinson,SG,23,BRK,18,211,73,12,46,22,36,6,0,81,31.12
Mason Plumlee,C,28,DEN,82,1731,442,2,10,198,524,66,76,637,240.78
Miles Plumlee,C,30,ATL,18,173,48,0,0,30,39,6,4,80,25
Jakob Poeltl,C,23,SAS,77,1273,290,0,0,92,410,29,68,423,168.3
Quincy Pondexter,SF,30,SAS,53,292,58,6,18,42,46,11,1,98,34.93
Otto Porter,SF,25,TOT,56,1683,643,104,256,96,314,82,31,780,267.05
Bobby Portis,PF,23,TOT,50,1299,628,75,191,97,403,35,20,710,252.55
Dwight Powell,C,27,DAL,77,1662,486,39,127,254,411,44,50,815,259.1
Norman Powell,SG,25,TOR,60,1126,400,68,170,75,139,39,13,516,162.65
Alex Poythress,PF,25,ATL,21,305,81,9,23,29,76,4,10,107,40.85
Zhou Qi,PF,23,HOU,1,1,1,0,0,0,0,0,0,2,0.42
Ivan Rabb,PF,21,MEM,49,721,212,3,15,69,206,17,14,284,100.88
Chasson Randle,PG,25,WAS,49,743,217,46,115,62,56,25,3,271,89.33
Julius Randle,PF,24,NOP,73,2232,1089,67,195,487,634,52,45,1565,467
J.J. Redick,SG,34,PHI,76,2379,1027,240,605,255,186,32,17,1372,403.28
Davon Reed,SG,23,IND,10,47,12,2,4,0,6,1,0,12,5.05
Cameron Reynolds,SG,23,MIN,19,259,78,21,51,9,31,6,2,95,33.85
Josh Richardson,SG,25,MIA,73,2539,1026,164,460,231,263,79,34,1209,382.15
Malachi Richardson,SG,23,TOR,22,103,29,8,25,5,13,1,0,30,13.53
Austin Rivers,SG,26,TOT,76,2028,572,104,327,95,162,47,23,618,217.22
Devin Robinson,SF,23,WAS,7,95,32,0,2,14,20,4,6,47,14.95
Duncan Robinson,PF,24,MIA,15,161,46,10,35,6,19,5,0,50,19.75
Glenn Robinson III,SF,25,DET,47,610,176,18,62,40,71,14,8,198,68.72
Jerome Robinson,SG,21,LAC,33,320,110,18,57,9,41,11,3,112,42.7
Mitchell Robinson,C,20,NYK,66,1360,291,0,0,135,423,52,161,485,196.82
Rajon Rondo,PG,32,LAL,46,1369,432,51,142,36,243,57,7,424,164.52
Derrick Rose,PG,30,MIN,51,1392,753,54,146,160,140,31,12,917,246.9
Terrence Ross,SG,27,ORL,81,2150,1027,217,566,144,280,72,29,1223,395.58
Terry Rozier,PG,24,BOS,79,1791,666,119,337,93,307,68,21,708,265.22
Ricky Rubio,PG,28,UTA,68,1899,730,79,254,228,243,91,10,864,278.02
D'Angelo Russell,PG,22,BRK,81,2448,1517,234,635,205,315,100,20,1712,524.15
Domantas Sabonis,C,22,IND,74,1838,700,9,17,291,690,48,30,1043,338.08
Brandon Sampson,SG,21,CHI,14,214,60,11,29,6,16,8,3,71,23.82
JaKarr Sampson,SF,25,CHI,4,127,54,5,14,21,32,4,3,80,24.28
Dario Šarić,PF,24,TOT,81,2023,696,118,323,150,457,45,9,858,306.05
Tomáš Satoranský,PG,27,WAS,80,2164,530,64,162,160,279,82,13,709,231.88
Dennis Schröder,PG,25,OKC,79,2314,1104,124,364,227,284,65,12,1224,377.63
Mike Scott,PF,30,TOT,79,1395,420,101,252,33,276,26,13,459,185.72
Thabo Sefolosha,SF,34,UTA,50,609,149,34,78,22,123,43,5,190,79.25
Wayne Selden,SG,24,TOT,75,1439,483,55,174,92,180,33,13,514,176.6
Collin Sexton,PG,20,CLE,82,2605,1206,119,296,255,236,44,6,1371,390.85
Landry Shamet,SG,21,TOT,79,1802,557,167,396,93,134,37,10,722,234.25
Iman Shumpert,SG,28,TOT,62,1481,446,95,273,45,183,59,24,465,181.88
Pascal Siakam,PF,24,TOR,80,2548,945,79,214,302,549,73,52,1354,411.88
Jordan Sibert,SG,26,ATL,1,4,1,1,1,0,0,0,0,3,0.75
Ben Simmons,PG,22,PHI,79,2700,960,0,6,428,697,112,61,1337,421.4
Jonathon Simmons,SG-SF,29,TOT,56,1064,350,28,104,97,126,29,15,366,126.6
Kobi Simmons,PG,21,CLE,1,2,0,0,0,0,0,0,0,0,0.07
Anfernee Simons,SG,19,POR,20,141,63,10,29,16,13,1,0,75,23.5
Marcus Smart,SG,24,BOS,80,2200,567,126,346,129,234,143,28,708,260.1
Dennis Smith Jr.,PG,21,TOT,53,1508,650,67,208,156,155,67,20,722,227.3
Ish Smith,PG,30,DET,56,1251,489,44,135,62,145,28,11,501,162.05
J.R. Smith,SG,33,CLE,11,222,79,12,39,10,18,11,3,74,27.7
Jason Smith,PF-C,32,TOT,20,190,59,9,26,16,52,3,7,65,28.7
Zhaire Smith,SG,19,PHI,6,111,34,6,16,8,13,2,2,40,13.75
Tony Snell,SF,27,MIL,74,1304,361,81,204,42,157,26,18,444,154.83
Ray Spalding,PF,21,TOT,14,148,47,0,3,12,48,9,8,54,23.08
Omari Spellman,PF,21,ATL,46,805,244,44,128,45,194,26,25,272,115.95
Nik Stauskas,SG,25,TOT,68,1015,338,70,188,64,127,21,7,399,138.07
D.J. Stephens,SG,28,MEM,1,7,2,0,0,0,0,1,0,2,0.68
Lance Stephenson,SG,28,LAL,68,1123,432,73,197,73,215,41,7,491,176.68
Edmond Sumner,PG,23,IND,23,210,64,7,27,24,24,12,5,66,26.62
Caleb Swanigan,PF,21,TOT,21,178,53,1,7,9,64,6,1,43,24
Jayson Tatum,SF,20,BOS,79,2455,1036,116,311,228,477,84,57,1243,406.82
Jeff Teague,PG,30,MIN,42,1264,416,35,105,153,106,43,18,510,153.45
Garrett Temple,SG,32,TOT,75,2040,493,90,264,107,216,76,30,586,212.88
Miloš Teodosić,PG,31,LAC,15,150,40,10,27,7,16,3,1,48,17.75
Jared Terrell,SG,23,MIN,14,111,39,4,17,6,6,3,2,31,12.55
Emanuel Terry,PF,22,TOT,3,23,7,0,0,4,7,3,0,10,3.88
Daniel Theis,C,26,BOS,66,908,266,26,67,76,225,21,42,374,133.58
Isaiah Thomas,SG,29,DEN,12,181,99,12,43,27,13,5,1,97,31.85
Khyri Thomas,SG,22,DET,26,195,69,10,35,11,20,7,5,61,25.7
Lance Thomas,PF,30,NYK,46,783,197,22,79,36,117,17,7,205,80.4
Klay Thompson,SG,28,GSW,78,2652,1402,241,599,158,299,84,47,1680,503.5
Tristan Thompson,C,27,CLE,43,1198,380,0,0,106,438,28,16,470,177.58
Sindarius Thornwell,SG,24,LAC,64,313,49,3,15,34,44,14,7,62,30.4
Anthony Tolliver,PF,33,MIN,65,1079,259,81,215,60,177,17,21,326,133.02
Karl-Anthony Towns,C,23,MIN,77,2545,1314,142,355,450,954,67,125,1880,610.95
Gary Trent Jr.,SG,20,POR,15,111,50,5,21,7,11,1,2,40,15.78
Allonzo Trier,SG,23,NYK,64,1459,518,52,132,223,197,28,14,695,206.88
P.J. Tucker,PF,33,HOU,82,2802,523,146,387,59,479,132,39,601,281.3
Evan Turner,PG,30,POR,73,1605,443,11,52,106,328,33,18,494,178.95
Myles Turner,C,22,IND,74,2119,780,76,196,201,531,60,199,984,359.3
Ekpe Udoh,C,31,UTA,51,320,72,0,0,30,90,10,31,119,47.05
Tyler Ulis,PG,23,CHI,1,1,0,0,0,0,0,0,0,0,0.07
Jonas Valančiūnas,C,26,TOT,49,1091,538,14,48,185,419,19,53,763,241.1
Jarred Vanderbilt,PF,19,DEN,17,69,19,0,1,10,23,6,1,24,11.25
Fred VanVleet,PG,24,TOR,64,1760,600,112,296,115,167,57,20,701,230.98
Noah Vonleh,PF,23,NYK,68,1722,440,46,137,156,528,46,51,571,238.05
Nikola Vučević,C,28,ORL,80,2510,1354,84,231,227,960,81,89,1665,558.2
Dwyane Wade,SG,37,MIA,72,1885,960,86,261,233,285,59,38,1083,336.05
Moritz Wagner,C,21,LAL,43,446,171,22,77,53,85,11,13,207,73.73
Dion Waiters,SG,27,MIA,44,1138,478,109,289,44,116,29,9,527,177.57
Kemba Walker,PG,28,CHO,82,2863,1684,260,731,450,361,102,34,2102,621.68
Lonnie Walker,SG,20,SAS,17,118,46,5,13,10,17,7,3,45,17.65
John Wall,PG,28,WAS,32,1104,552,51,169,175,116,49,29,663,197.38
Tyrone Wallace,PG,24,LAC,62,628,217,4,19,57,101,21,7,218,77.72
Taurean Prince,SF,24,ATL,55,1552,594,123,315,116,199,53,19,742,241.73
Brad Wanamaker,PG,29,BOS,36,343,105,16,39,28,41,12,2,140,45.27
T.J. Warren,SF,25,PHO,43,1360,611,77,180,124,174,51,29,772,228.25
Julian Washburn,SF,27,MEM,18,254,48,5,24,4,41,13,2,40,22.18
Yuta Watanabe,SF,24,MEM,15,174,51,2,16,10,31,4,1,39,18.45
Thomas Welsh,C,22,DEN,11,36,13,3,7,2,4,0,0,18,5.97
Russell Westbrook,PG,30,OKC,73,2630,1473,119,411,451,807,142,33,1675,577.7
Derrick White,PG,24,SAS,67,1728,543,48,142,123,247,67,47,663,219.15
Okaro White,PF,26,WAS,3,6,2,0,2,0,2,0,0,0,0.88
Hassan Whiteside,C,29,MIA,72,1674,680,2,16,243,817,46,136,887,347.72
Andrew Wiggins,SF,23,MIN,73,2543,1209,118,348,296,352,70,48,1321,417.65
Alan Williams,PF,26,BRK,5,26,13,0,1,4,19,1,0,18,7.2
C.J. Williams,SG,28,MIN,15,128,35,5,16,1,8,6,0,39,13.48
Johnathan Williams,C,23,LAL,24,372,110,0,2,48,99,8,7,157,52.07
Kenrich Williams,SF,24,NOP,46,1079,279,52,156,19,219,45,19,279,127.83
Lou Williams,SG,32,LAC,75,1993,1138,105,291,485,222,57,11,1498,409.38
Marvin Williams,PF,32,CHO,75,2133,652,140,382,86,407,71,61,756,296.63
Robert Williams,C,21,BOS,32,283,51,0,0,15,81,9,40,81,37.88
Troy Williams,SF,24,SAC,21,312,98,14,44,15,59,10,8,111,42.6
D.J. Wilson,PF,22,MIL,48,882,251,46,127,47,222,18,20,280,120.33
Justise Winslow,SF,22,MIA,66,1959,749,96,256,137,355,72,19,830,288.55
Christian Wood,PF,23,TOT,21,251,117,9,26,56,83,7,10,172,55.65
Delon Wright,PG,26,TOT,75,1699,558,50,168,150,266,88,30,653,227
Guerschon Yabusele,PF,23,BOS,41,251,77,9,28,22,53,8,7,94,37.05
Nick Young,SG,33,DEN,4,37,9,3,8,0,1,0,1,9,3.6
Thaddeus Young,PF,30,IND,81,2489,841,51,146,135,523,123,36,1024,344.55
Trae Young,PG,20,ATL,81,2503,1256,156,482,414,301,72,15,1549,459.85
Cody Zeller,C,26,CHO,49,1243,345,6,22,141,333,38,41,497,171.55
Tyler Zeller,C,29,TOT,6,93,30,0,1,18,24,1,3,46,14.38
Ante Žižić,C,22,CLE,59,1082,331,0,0,132,320,13,22,459,154.75
Ivica Zubac,C,21,TOT,59,1040,379,0,0,126,362,14,51,525,178.3
